month,product_group_id,product_group_name,market_revenue,revenue_amazon
2024-06-01,305,Premium Pet Food,910200000.0,170400000.0
2024-07-01,305,Premium Pet Food,925800000.0,178900000.0
2024-08-01,305,Premium Pet Food,940300000.0,185200000.0
2024-09-01,305,Premium Pet Food,955700000.0,192400000.0
2024-10-01,305,Premium Pet Food,970100000.0,205600000.0
2024-11-01,305,Premium Pet Food,1150400000.0,310200000.0
2024-12-01,305,Premium Pet Food,1250800000.0,385400000.0
2025-01-01,305,Premium Pet Food,980200000.0,215200000.0
2025-02-01,305,Premium Pet Food,995400000.0,222800000.0
2025-03-01,305,Premium Pet Food,1015600000.0,230400000.0
2025-04-01,305,Premium Pet Food,1030900000.0,238500000.0
2025-05-01,305,Premium Pet Food,1045200000.0,245200000.0
2025-06-01,305,Premium Pet Food,1065800000.0,258100000.0
2025-07-01,305,Premium Pet Food,1080400000.0,265400000.0
2025-08-01,305,Premium Pet Food,1095700000.0,272800000.0
2025-09-01,305,Premium Pet Food,1110200000.0,285400000.0
2025-10-01,305,Premium Pet Food,1130900000.0,298200000.0
2025-11-01,305,Premium Pet Food,1320400000.0,420600000.0
2025-12-01,305,Premium Pet Food,1450600000.0,498200000.0
2026-01-01,305,Premium Pet Food,1150800000.0,320400000.0
2026-02-01,305,Premium Pet Food,1175400000.0,335200000.0
2026-03-01,305,Premium Pet Food,1205600000.0,350800000.0
2026-04-01,305,Premium Pet Food,1225900000.0,365400000.0
2026-05-01,305,Premium Pet Food,1250200000.0,380100000.0
2024-01-01,310,Craft Coffee Beans,120500000.0,32400000.0
2024-02-01,310,Craft Coffee Beans,118200000.0,30500000.0
2024-03-01,310,Craft Coffee Beans,125400000.0,35200000.0
2024-04-01,310,Craft Coffee Beans,122800000.0,33400000.0
2024-05-01,310,Craft Coffee Beans,115600000.0,28900000.0
2024-06-01,310,Craft Coffee Beans,108400000.0,25400000.0
2024-07-01,310,Craft Coffee Beans,112700000.0,29200000.0
2024-08-01,310,Craft Coffee Beans,119300000.0,34800000.0
2024-09-01,310,Craft Coffee Beans,128500000.0,41200000.0
2024-10-01,310,Craft Coffee Beans,145200000.0,52800000.0
2024-11-01,310,Craft Coffee Beans,210400000.0,95400000.0
2024-12-01,310,Craft Coffee Beans,295600000.0,148200000.0
2025-01-01,310,Craft Coffee Beans,140800000.0,45200000.0
2025-02-01,310,Craft Coffee Beans,138400000.0,42100000.0
2025-03-01,310,Craft Coffee Beans,145200000.0,48500000.0
2025-04-01,310,Craft Coffee Beans,141600000.0,45900000.0
2025-05-01,310,Craft Coffee Beans,135200000.0,41200000.0
2025-06-01,310,Craft Coffee Beans,128400000.0,38400000.0
2025-07-01,310,Craft Coffee Beans,132700000.0,42500000.0
2025-08-01,310,Craft Coffee Beans,140300000.0,48900000.0
2025-09-01,310,Craft Coffee Beans,152800000.0,58200000.0
2025-10-01,310,Craft Coffee Beans,168400000.0,68400000.0
2025-11-01,310,Craft Coffee Beans,245200000.0,115200000.0
2025-12-01,310,Craft Coffee Beans,340500000.0,178400000.0
2026-01-01,310,Craft Coffee Beans,165200000.0,62400000.0
2026-02-01,310,Craft Coffee Beans,162800000.0,59800000.0
2026-03-01,310,Craft Coffee Beans,170400000.0,68200000.0
2026-04-01,310,Craft Coffee Beans,166200000.0,64500000.0
2026-05-01,310,Craft Coffee Beans,158400000.0,58100000.0
2024-01-01,315,Eco-Friendly Skincare,280400000.0,92500000.0
2024-02-01,315,Eco-Friendly Skincare,275200000.0,88400000.0
2024-03-01,315,Eco-Friendly Skincare,295800000.0,105200000.0
2024-04-01,315,Eco-Friendly Skincare,310200000.0,118400000.0
2024-05-01,315,Eco-Friendly Skincare,325400000.0,128900000.0
2024-06-01,315,Eco-Friendly Skincare,340900000.0,140200000.0
2024-07-01,315,Eco-Friendly Skincare,335200000.0,135800000.0
2024-08-01,315,Eco-Friendly Skincare,328400000.0,129400000.0
2024-09-01,315,Eco-Friendly Skincare,345600000.0,142300000.0
2024-10-01,315,Eco-Friendly Skincare,370800000.0,165400000.0
2024-11-01,315,Eco-Friendly Skincare,580200000.0,295200000.0
2024-12-01,315,Eco-Friendly Skincare,740500000.0,385400000.0
2025-01-01,315,Eco-Friendly Skincare,350900000.0,148200000.0
2025-02-01,315,Eco-Friendly Skincare,345200000.0,142500000.0
2025-03-01,315,Eco-Friendly Skincare,375800000.0,168400000.0
2025-04-01,315,Eco-Friendly Skincare,395400000.0,185200000.0
2025-05-01,315,Eco-Friendly Skincare,415600000.0,205400000.0
2025-06-01,315,Eco-Friendly Skincare,430200000.0,220800000.0
2025-07-01,315,Eco-Friendly Skincare,425800000.0,215400000.0
2025-08-01,315,Eco-Friendly Skincare,418200000.0,208900000.0
2025-09-01,315,Eco-Friendly Skincare,435400000.0,225600000.0
2025-10-01,315,Eco-Friendly Skincare,460800000.0,248200000.0
2025-11-01,315,Eco-Friendly Skincare,695200000.0,385400000.0
2025-12-01,315,Eco-Friendly Skincare,880400000.0,490200000.0
2026-01-01,315,Eco-Friendly Skincare,450200000.0,210500000.0
2026-02-01,315,Eco-Friendly Skincare,442800000.0,205400000.0
2026-03-01,315,Eco-Friendly Skincare,480500000.0,245200000.0
2026-04-01,315,Eco-Friendly Skincare,510400000.0,270800000.0
2026-05-01,315,Eco-Friendly Skincare,535900000.0,295100000.0
2024-01-01,320,Yoga & Pilates Gear,150200000.0,48200000.0
2024-02-01,320,Yoga & Pilates Gear,165400000.0,55400000.0
2024-03-01,320,Yoga & Pilates Gear,178200000.0,62800000.0
2024-04-01,320,Yoga & Pilates Gear,160500000.0,52400000.0
2024-05-01,320,Yoga & Pilates Gear,155800000.0,49800000.0
2024-06-01,320,Yoga & Pilates Gear,142300000.0,42500000.0
2024-07-01,320,Yoga & Pilates Gear,148600000.0,45800000.0
2024-08-01,320,Yoga & Pilates Gear,152400000.0,48200000.0
2024-09-01,320,Yoga & Pilates Gear,168900000.0,58400000.0
2024-10-01,320,Yoga & Pilates Gear,175200000.0,62100000.0
2024-11-01,320,Yoga & Pilates Gear,210400000.0,85400000.0
2024-12-01,320,Yoga & Pilates Gear,285600000.0,125800000.0
2025-01-01,320,Yoga & Pilates Gear,220500000.0,92400000.0
2025-02-01,320,Yoga & Pilates Gear,195200000.0,75800000.0
2025-03-01,320,Yoga & Pilates Gear,210800000.0,85200000.0
2025-04-01,320,Yoga & Pilates Gear,192400000.0,72400000.0
2025-05-01,320,Yoga & Pilates Gear,185600000.0,68400000.0
2025-06-01,320,Yoga & Pilates Gear,172300000.0,60500000.0
2025-07-01,320,Yoga & Pilates Gear,178500000.0,64200000.0
2025-08-01,320,Yoga & Pilates Gear,182400000.0,68100000.0
2025-09-01,320,Yoga & Pilates Gear,205600000.0,85400000.0
2025-10-01,320,Yoga & Pilates Gear,215200000.0,92800000.0
2025-11-01,320,Yoga & Pilates Gear,265400000.0,125600000.0
2025-12-01,320,Yoga & Pilates Gear,350800000.0,185400000.0
2026-01-01,320,Yoga & Pilates Gear,280400000.0,125200000.0
2026-02-01,320,Yoga & Pilates Gear,245600000.0,102400000.0
2026-03-01,320,Yoga & Pilates Gear,265800000.0,118200000.0
2026-04-01,320,Yoga & Pilates Gear,240200000.0,98400000.0
2026-05-01,320,Yoga & Pilates Gear,230500000.0,92100000.0
2024-01-01,325,Board Games & Puzzles,420500000.0,185200000.0
2024-02-01,325,Board Games & Puzzles,380200000.0,162400000.0
2024-03-01,325,Board Games & Puzzles,350900000.0,140800000.0
2024-04-01,325,Board Games & Puzzles,310400000.0,120500000.0
2024-05-01,325,Board Games & Puzzles,295600000.0,112400000.0
2024-06-01,325,Board Games & Puzzles,280400000.0,105800000.0
2024-07-01,325,Board Games & Puzzles,315200000.0,128400000.0
2024-08-01,325,Board Games & Puzzles,340900000.0,145200000.0
2024-09-01,325,Board Games & Puzzles,395800000.0,182100000.0
2024-10-01,325,Board Games & Puzzles,550600000.0,295400000.0
2024-11-01,325,Board Games & Puzzles,1150400000.0,640800000.0
2024-12-01,325,Board Games & Puzzles,1850300000.0,1050200000.0
2025-01-01,325,Board Games & Puzzles,510400000.0,240500000.0
2025-02-01,325,Board Games & Puzzles,450900000.0,205800000.0
2025-03-01,325,Board Games & Puzzles,420400000.0,188200000.0
2025-04-01,325,Board Games & Puzzles,385600000.0,165400000.0
2025-05-01,325,Board Games & Puzzles,360200000.0,152100000.0
2025-06-01,325,Board Games & Puzzles,345800000.0,148400000.0
2025-07-01,325,Board Games & Puzzles,380400000.0,172900000.0
2025-08-01,325,Board Games & Puzzles,415600000.0,195400000.0
2025-09-01,325,Board Games & Puzzles,480200000.0,245200000.0
2025-10-01,325,Board Games & Puzzles,680900000.0,385400000.0
2025-11-01,325,Board Games & Puzzles,1450200000.0,850400000.0
2025-12-01,325,Board Games & Puzzles,2250700000.0,1420900000.0
2026-01-01,325,Board Games & Puzzles,620400000.0,310200000.0
2026-02-01,325,Board Games & Puzzles,550800000.0,265400000.0
2026-03-01,325,Board Games & Puzzles,510200000.0,238500000.0
2026-04-01,325,Board Games & Puzzles,475600000.0,215400000.0
2026-05-01,325,Board Games & Puzzles,450900000.0,205100000.0
2024-01-01,330,Organic Fertilizers,55400000.0,12400000.0
2024-02-01,330,Organic Fertilizers,85200000.0,24500000.0
2024-03-01,330,Organic Fertilizers,185400000.0,62800000.0
2024-04-01,330,Organic Fertilizers,245600000.0,95200000.0
2024-05-01,330,Organic Fertilizers,210800000.0,82400000.0
2024-06-01,330,Organic Fertilizers,150400000.0,45200000.0
2024-07-01,330,Organic Fertilizers,115200000.0,32800000.0
2024-08-01,330,Organic Fertilizers,92400000.0,24500000.0
2024-09-01,330,Organic Fertilizers,78500000.0,18200000.0
2024-10-01,330,Organic Fertilizers,65400000.0,14500000.0
2024-11-01,330,Organic Fertilizers,52100000.0,10800000.0
2024-12-01,330,Organic Fertilizers,48500000.0,9200000.0
2025-01-01,330,Organic Fertilizers,68400000.0,15200000.0
2025-02-01,330,Organic Fertilizers,105200000.0,31400000.0
2025-03-01,330,Organic Fertilizers,220400000.0,85400000.0
2025-04-01,330,Organic Fertilizers,295800000.0,125200000.0
2025-05-01,330,Organic Fertilizers,258400000.0,105600000.0
2025-06-01,330,Organic Fertilizers,185200000.0,62400000.0
2025-07-01,330,Organic Fertilizers,140900000.0,45800000.0
2025-08-01,330,Organic Fertilizers,112400000.0,32100000.0
2025-09-01,330,Organic Fertilizers,95200000.0,24500000.0
2025-10-01,330,Organic Fertilizers,82400000.0,18900000.0
2025-11-01,330,Organic Fertilizers,65800000.0,14200000.0
2025-12-01,330,Organic Fertilizers,58200000.0,12500000.0
2026-01-01,330,Organic Fertilizers,82500000.0,19500000.0
2026-02-01,330,Organic Fertilizers,125400000.0,42100000.0
2026-03-01,330,Organic Fertilizers,265800000.0,105400000.0
2026-04-01,330,Organic Fertilizers,345200000.0,158200000.0
2026-05-01,330,Organic Fertilizers,310400000.0,135100000.0
2024-01-01,335,Smart Indoor Planters,95400000.0,38500000.0
2024-02-01,335,Smart Indoor Planters,88200000.0,34200000.0
2024-03-01,335,Smart Indoor Planters,112500000.0,52800000.0
2024-04-01,335,Smart Indoor Planters,145800000.0,78400000.0
2024-05-01,335,Smart Indoor Planters,135200000.0,68900000.0
2024-06-01,335,Smart Indoor Planters,110400000.0,45200000.0
2024-07-01,335,Smart Indoor Planters,102800000.0,41500000.0
2024-08-01,335,Smart Indoor Planters,98400000.0,38200000.0
2024-09-01,335,Smart Indoor Planters,125600000.0,58400000.0
2024-10-01,335,Smart Indoor Planters,158200000.0,85600000.0
2024-11-01,335,Smart Indoor Planters,245400000.0,145200000.0
2024-12-01,335,Smart Indoor Planters,380600000.0,240800000.0
2025-01-01,335,Smart Indoor Planters,125200000.0,58400000.0
2025-02-01,335,Smart Indoor Planters,115400000.0,52100000.0
2025-03-01,335,Smart Indoor Planters,148500000.0,82400000.0
2025-04-01,335,Smart Indoor Planters,192400000.0,115200000.0
2025-05-01,335,Smart Indoor Planters,178500000.0,105600000.0
2025-06-01,335,Smart Indoor Planters,145600000.0,68400000.0
2025-07-01,335,Smart Indoor Planters,135800000.0,62400000.0
2025-08-01,335,Smart Indoor Planters,128400000.0,58200000.0
2025-09-01,335,Smart Indoor Planters,158200000.0,82400000.0
2025-10-01,335,Smart Indoor Planters,210400000.0,118200000.0
2025-11-01,335,Smart Indoor Planters,315600000.0,195400000.0
2025-12-01,335,Smart Indoor Planters,495200000.0,310200000.0
2026-01-01,335,Smart Indoor Planters,165400000.0,82500000.0
2026-02-01,335,Smart Indoor Planters,152800000.0,75400000.0
2026-03-01,335,Smart Indoor Planters,198200000.0,112400000.0
2026-04-01,335,Smart Indoor Planters,245600000.0,158400000.0
2026-05-01,335,Smart Indoor Planters,225400000.0,140200000.0
2024-01-01,340,Artisanal Chocolates,185400000.0,42500000.0
2024-02-01,340,Artisanal Chocolates,310200000.0,85400000.0
2024-03-01,340,Artisanal Chocolates,195600000.0,48200000.0
2024-04-01,340,Artisanal Chocolates,152400000.0,32400000.0
2024-05-01,340,Artisanal Chocolates,140800000.0,28500000.0
2024-06-01,340,Artisanal Chocolates,112400000.0,18400000.0
2024-07-01,340,Artisanal Chocolates,108500000.0,15200000.0
2024-08-01,340,Artisanal Chocolates,115600000.0,19500000.0
2024-09-01,340,Artisanal Chocolates,138200000.0,28400000.0
2024-10-01,340,Artisanal Chocolates,165400000.0,42100000.0
2024-11-01,340,Artisanal Chocolates,285600000.0,105200000.0
2024-12-01,340,Artisanal Chocolates,550800000.0,285400000.0
2025-01-01,340,Artisanal Chocolates,198200000.0,48200000.0
2025-02-01,340,Artisanal Chocolates,345600000.0,112400000.0
2025-03-01,340,Artisanal Chocolates,220400000.0,58200000.0
2025-04-01,340,Artisanal Chocolates,175200000.0,41500000.0
2025-05-01,340,Artisanal Chocolates,158400000.0,35200000.0
2025-06-01,340,Artisanal Chocolates,125600000.0,22400000.0
2025-07-01,340,Artisanal Chocolates,118400000.0,19500000.0
2025-08-01,340,Artisanal Chocolates,128200000.0,25400000.0
2025-09-01,340,Artisanal Chocolates,152400000.0,38200000.0
2025-10-01,340,Artisanal Chocolates,185600000.0,52400000.0
2025-11-01,340,Artisanal Chocolates,320400000.0,135100000.0
2025-12-01,340,Artisanal Chocolates,620900000.0,345600000.0
2026-01-01,340,Artisanal Chocolates,225400000.0,58400000.0
2026-02-01,340,Artisanal Chocolates,395800000.0,145200000.0
2026-03-01,340,Artisanal Chocolates,255400000.0,72400000.0
2026-04-01,340,Artisanal Chocolates,210200000.0,55100000.0
2026-05-01,340,Artisanal Chocolates,185900000.0,45200000.0
2024-01-01,345,Essential Oils & Diffusers,145200000.0,48500000.0
2024-02-01,345,Essential Oils & Diffusers,138400000.0,42100000.0
2024-03-01,345,Essential Oils & Diffusers,125600000.0,35800000.0
2024-04-01,345,Essential Oils & Diffusers,112400000.0,28400000.0
2024-05-01,345,Essential Oils & Diffusers,108200000.0,25400000.0
2024-06-01,345,Essential Oils & Diffusers,98500000.0,19500000.0
2024-07-01,345,Essential Oils & Diffusers,105400000.0,22400000.0
2024-08-01,345,Essential Oils & Diffusers,118200000.0,29500000.0
2024-09-01,345,Essential Oils & Diffusers,135600000.0,41200000.0
2024-10-01,345,Essential Oils & Diffusers,162400000.0,58400000.0
2024-11-01,345,Essential Oils & Diffusers,245800000.0,110200000.0
2024-12-01,345,Essential Oils & Diffusers,350400000.0,185200000.0
2025-01-01,345,Essential Oils & Diffusers,165200000.0,62400000.0
2025-02-01,345,Essential Oils & Diffusers,158400000.0,58100000.0
2025-03-01,345,Essential Oils & Diffusers,145200000.0,48200000.0
2025-04-01,345,Essential Oils & Diffusers,128400000.0,38400000.0
2025-05-01,345,Essential Oils & Diffusers,120500000.0,34200000.0
2025-06-01,345,Essential Oils & Diffusers,112400000.0,28500000.0
2025-07-01,345,Essential Oils & Diffusers,118500000.0,32400000.0
2025-08-01,345,Essential Oils & Diffusers,132400000.0,41500000.0
2025-09-01,345,Essential Oils & Diffusers,154200000.0,55800000.0
2025-10-01,345,Essential Oils & Diffusers,185600000.0,78200000.0
2025-11-01,345,Essential Oils & Diffusers,295400000.0,145200000.0
2025-12-01,345,Essential Oils & Diffusers,420800000.0,240500000.0
2026-01-01,345,Essential Oils & Diffusers,188200000.0,82400000.0
2026-02-01,345,Essential Oils & Diffusers,175400000.0,75100000.0
2026-03-01,345,Essential Oils & Diffusers,162800000.0,68400000.0
2026-04-01,345,Essential Oils & Diffusers,148200000.0,52400000.0
2026-05-01,345,Essential Oils & Diffusers,140500000.0,48500000.0
2024-01-01,350,Reusable Water Bottles,95400000.0,42100000.0
2024-02-01,350,Reusable Water Bottles,92800000.0,38500000.0
2024-03-01,350,Reusable Water Bottles,112400000.0,52400000.0
2024-04-01,350,Reusable Water Bottles,135200000.0,68200000.0
2024-05-01,350,Reusable Water Bottles,158400000.0,82400000.0
2024-06-01,350,Reusable Water Bottles,185200000.0,105600000.0
2024-07-01,350,Reusable Water Bottles,195600000.0,118400000.0
2024-08-01,350,Reusable Water Bottles,178400000.0,92500000.0
2024-09-01,350,Reusable Water Bottles,145200000.0,68400000.0
2024-10-01,350,Reusable Water Bottles,128400000.0,52100000.0
2024-11-01,350,Reusable Water Bottles,132500000.0,55400000.0
2024-12-01,350,Reusable Water Bottles,165400000.0,88200000.0
2025-01-01,350,Reusable Water Bottles,112500000.0,52400000.0
2025-02-01,350,Reusable Water Bottles,108400000.0,48500000.0
2025-03-01,350,Reusable Water Bottles,132400000.0,65400000.0
2025-04-01,350,Reusable Water Bottles,158200000.0,85200000.0
2025-05-01,350,Reusable Water Bottles,185400000.0,105200000.0
2025-06-01,350,Reusable Water Bottles,210200000.0,128400000.0
2025-07-01,350,Reusable Water Bottles,225800000.0,145600000.0
2025-08-01,350,Reusable Water Bottles,198500000.0,112400000.0
2025-09-01,350,Reusable Water Bottles,165400000.0,82100000.0
2025-10-01,350,Reusable Water Bottles,142300000.0,68400000.0
2025-11-01,350,Reusable Water Bottles,152100000.0,75200000.0
2025-12-01,350,Reusable Water Bottles,195400000.0,105400000.0
2026-01-01,350,Reusable Water Bottles,135200000.0,68200000.0
2026-02-01,350,Reusable Water Bottles,128400000.0,62400000.0
2026-03-01,350,Reusable Water Bottles,158200000.0,85100000.0
2026-04-01,350,Reusable Water Bottles,192400000.0,112400000.0
2026-05-01,350,Reusable Water Bottles,215600000.0,135100000.0
